//==============================================================================
//Monster Set Base File [KOR]
//#www.darksideofmu.com
//by DaRKav (darkav@hotmail.com)
//------------------------------------------------------------------------------
//Revision 25 Apr, 2008		
//==============================================================================
//0 - Guards / NPC / Traps
//1 - Spots
//2 - Normal Monster
//3 - Bone King / Golden Monsters
//4 - Blood Castle Monsters / Gate / Others

//=========================================================================================
//	Invasion Golden
//=========================================================================================
//Mob	Map	Radio	CordX	CordY	CordX2	CordY2	Dir 	Quant  Name	
3
43	3	30	10	10	240	240	-1	4	//Golden Budge Dragon
44	0	30	182	128	195	145	-1	7	//Golden Dragon
53	0	30	185	132	185	132	-1	2	//Golden Titan
55	0	30	132	83	132	83	-1	2	//Death King
54	0	30	183	128	188	135	-1	15	//Golden Soldier
56	0	30	132	83	138	90	-1	15	//Death Bone
78	0	30	10	10	240	240	-1	2	//Golden Goblin
79	0	30	10	10	240	240	-1	4	//Golden Dragon
80	0	30	185	132	185	132	-1	2	//Golden Lizard King
81	0	30	132	83	132	83	-1	7	//Golden Vepar
82	0	30	183	128	188	135	-1	2	//Golden Tantallos
83	0	30	132	83	138	90	-1	15	//Golden Iron Wheel
end

//=========================================================================================						
//	Lorencia NPCs						
//=========================================================================================						
//Mob	Map	Rad	X	Y	Str	Name
0
91	12	30	14	22	1	//Orc Archer
91	12	30	15	21	1	//Orc Archer
91	12	30	13	31	1	//Orc Archer
91	12	30	15	30	1	//Orc Archer
91	12	30	15	33	1	//Orc Archer
91	12	30	14	21	1	//Orc Archer
91	12	30	13	43	1	//Orc Archer
91	12	30	15	26	1	//Orc Archer
92	12	30	15	46	1	//Elite Orc
92	12	30	15	63	1	//Elite Orc
92	12	30	15	53	1	//Elite Orc
92	12	30	13	65	1	//Elite Orc
92	12	30	13	67	1	//Elite Orc
92	12	30	15	59	1	//Elite Orc
92	12	30	13	59	1	//Elite Orc
92	12	30	15	55	1	//Elite Orc
92	12	30	13	62	1	//Elite Orc
92	12	30	13	41	1	//Elite Orc
92	12	30	15	69	1	//Elite Orc
92	12	30	13	50	1	//Elite Orc
92	12	30	15	48	1	//Elite Orc
92	12	30	13	46	1	//Elite Orc
92	12	30	14	44	1	//Elite Orc
92	12	30	15	51	1	//Elite Orc
92	12	30	14	49	1	//Elite Orc
92	12	30	15	57	1	//Elite Orc
92	12	30	14	44	1	//Elite Orc
92	12	30	15	51	1	//Elite Orc
92	12	30	14	49	1	//Elite Orc
92	12	30	15	57	1	//Elite Orc
92	12	30	14	64	1	//Elite Orc
92	12	30	14	67	1	//Elite Orc
92	12	30	13	53	1	//Elite Orc
92	12	30	15	65	1	//Elite Orc
92	12	30	15	60	1	//Elite Orc
92	12	30	13	57	1	//Elite Orc
93	12	30	13	69	1	//Spirit Beast
93	12	30	14	61	1	//Spirit Beast
93	12	30	13	55	1	//Spirit Beast
93	12	30	14	58	1	//Spirit Beast
93	12	30	14	52	1	//Spirit Beast
93	12	30	15	50	1	//Spirit Beast
93	12	30	15	66	1	//Spirit Beast
93	12	30	14	56	1	//Spirit Beast
93	12	30	14	70	1	//Spirit Beast
93	12	30	15	50	1	//Spirit Beast
93	12	30	15	66	1	//Spirit Beast
93	12	30	14	56	1	//Spirit Beast
93	12	30	14	70	1	//Spirit Beast
93	12	30	13	48	1	//Spirit Beast
93	12	30	13	63	1	//Spirit Beast
94	12	30	13	78	1	//Spirit Knight
94	12	30	14	83	1	//Spirit Knight
94	12	30	14	78	1	//Spirit Knight
94	12	30	15	78	1	//Spirit Knight
94	12	30	16	80	1	//Spirit Knight
94	12	30	15	62	1	//Spirit Knight
94	12	30	17	83	1	//Spirit Knight
94	12	30	14	90	1	//Spirit Knight
94	12	30	11	83	1	//Spirit Knight
94	12	30	15	94	1	//Spirit Knight
94	12	30	20	82	1	//Spirit Knight
94	12	30	20	88	1	//Spirit Knight
94	12	30	14	54	1	//Spirit Knight
94	12	30	14	36	1	//Spirit Knight
94	12	30	15	68	1	//Spirit Knight
94	12	30	20	88	1	//Spirit Knight
94	12	30	14	54	1	//Spirit Knight
94	12	30	14	36	1	//Spirit Knight
94	12	30	15	68	1	//Spirit Knight
94	12	30	14	47	1	//Spirit Knight
95	12	30	16	87	1	//Spirit Sorcerer
95	12	30	12	81	1	//Spirit Sorcerer
95	12	30	13	88	1	//Spirit Sorcerer
95	12	30	13	85	1	//Spirit Sorcerer
95	12	30	19	85	1	//Spirit Sorcerer
95	12	30	13	93	1	//Spirit Sorcerer
95	12	30	14	80	1	//Spirit Sorcerer
95	12	30	13	85	1	//Spirit Sorcerer
95	12	30	19	85	1	//Spirit Sorcerer
95	12	30	13	93	1	//Spirit Sorcerer
95	12	30	14	80	1	//Spirit Sorcerer
95	12	30	18	81	1	//Spirit Sorcerer
end							
//Blood Castle 3 Mobs (97 to 112)							
//Ident	Map	Radius	X	Y	Strong	Name	
4							
96	13	30	14	34	2	//Elite Skeleton	
96	13	30	14	38	2	//Elite Skeleton	
96	13	30	13	35	2	//Elite Skeleton	
96	13	30	13	28	2	//Elite Skeleton	
96	13	30	15	35	2	//Elite Skeleton	
96	13	30	14	33	2	//Elite Skeleton	
96	13	30	15	41	2	//Elite Skeleton	
96	13	30	14	42	2	//Elite Skeleton	
96	13	30	15	25	2	//Elite Skeleton	
96	13	30	15	23	2	//Elite Skeleton	
96	13	30	13	26	2	//Elite Skeleton	
96	13	30	14	42	2	//Elite Skeleton	
96	13	30	15	25	2	//Elite Skeleton	
96	13	30	15	23	2	//Elite Skeleton	
96	13	30	13	26	2	//Elite Skeleton	
96	13	30	13	37	2	//Elite Skeleton	
96	13	30	14	40	2	//Elite Skeleton	
96	13	30	13	39	2	//Elite Skeleton	
96	13	30	14	27	2	//Elite Skeleton	
96	13	30	14	24	2	//Elite Skeleton	
96	13	30	14	32	2	//Elite Skeleton	
96	13	30	15	45	2	//Elite Skeleton	
96	13	30	15	31	2	//Elite Skeleton	
97	13	30	13	45	2	//Orc Archer
97	13	30	13	23	2	//Orc Archer
97	13	30	15	43	2	//Orc Archer
97	13	30	15	39	2	//Orc Archer
97	13	30	15	37	2	//Orc Archer
97	13	30	13	29	2	//Orc Archer
97	13	30	15	28	2	//Orc Archer
97	13	30	13	25	2	//Orc Archer
97	13	30	15	37	2	//Orc Archer
97	13	30	13	29	2	//Orc Archer
97	13	30	15	28	2	//Orc Archer
97	13	30	13	25	2	//Orc Archer
97	13	30	13	21	2	//Orc Archer
97	13	30	14	22	2	//Orc Archer
97	13	30	15	21	2	//Orc Archer
97	13	30	13	31	2	//Orc Archer
97	13	30	15	30	2	//Orc Archer
97	13	30	15	33	2	//Orc Archer
97	13	30	14	21	2	//Orc Archer
97	13	30	13	43	2	//Orc Archer
97	13	30	15	26	2	//Orc Archer
98	13	30	15	46	2	//Elite Orc
98	13	30	15	63	2	//Elite Orc
98	13	30	15	53	2	//Elite Orc
98	13	30	13	65	2	//Elite Orc
98	13	30	13	67	2	//Elite Orc
98	13	30	15	59	2	//Elite Orc
98	13	30	13	59	2	//Elite Orc
98	13	30	15	55	2	//Elite Orc
98	13	30	13	62	2	//Elite Orc
98	13	30	13	41	2	//Elite Orc
98	13	30	15	69	2	//Elite Orc
98	13	30	13	50	2	//Elite Orc
98	13	30	15	48	2	//Elite Orc
98	13	30	13	41	2	//Elite Orc
98	13	30	15	69	2	//Elite Orc
98	13	30	13	50	2	//Elite Orc
98	13	30	15	48	2	//Elite Orc
98	13	30	13	46	2	//Elite Orc
98	13	30	14	44	2	//Elite Orc
98	13	30	15	51	2	//Elite Orc
98	13	30	14	49	2	//Elite Orc
98	13	30	15	57	2	//Elite Orc
98	13	30	14	64	2	//Elite Orc
98	13	30	14	67	2	//Elite Orc
98	13	30	13	53	2	//Elite Orc
98	13	30	15	65	2	//Elite Orc
98	13	30	15	60	2	//Elite Orc
98	13	30	13	57	2	//Elite Orc
99	13	30	13	69	2	//Spirit Beast
99	13	30	14	61	2	//Spirit Beast
99	13	30	13	55	2	//Spirit Beast
99	13	30	14	58	2	//Spirit Beast
99	13	30	14	52	2	//Spirit Beast
99	13	30	15	50	2	//Spirit Beast
99	13	30	13	55	2	//Spirit Beast
99	13	30	14	58	2	//Spirit Beast
99	13	30	14	52	2	//Spirit Beast
99	13	30	15	50	2	//Spirit Beast
99	13	30	15	66	2	//Spirit Beast
99	13	30	14	56	2	//Spirit Beast
99	13	30	14	70	2	//Spirit Beast
99	13	30	13	48	2	//Spirit Beast
99	13	30	13	63	2	//Spirit Beast
111	13	30	13	78	2	//Spirit Knight
111	13	30	14	83	2	//Spirit Knight
111	13	30	14	78	2	//Spirit Knight
111	13	30	15	78	2	//Spirit Knight
111	13	30	16	80	2	//Spirit Knight
111	13	30	15	62	2	//Spirit Knight
111	13	30	17	83	2	//Spirit Knight
111	13	30	14	90	2	//Spirit Knight
111	13	30	11	83	2	//Spirit Knight
111	13	30	15	94	2	//Spirit Knight
111	13	30	20	82	2	//Spirit Knight
111	13	30	14	90	2	//Spirit Knight
111	13	30	11	83	2	//Spirit Knight
111	13	30	15	94	2	//Spirit Knight
111	13	30	20	82	2	//Spirit Knight
111	13	30	20	88	2	//Spirit Knight
111	13	30	14	54	2	//Spirit Knight
111	13	30	14	36	2	//Spirit Knight
111	13	30	15	68	2	//Spirit Knight
111	13	30	14	47	2	//Spirit Knight
112	13	30	16	87	2	//Spirit Sorcerer
112	13	30	12	81	2	//Spirit Sorcerer
112	13	30	13	88	2	//Spirit Sorcerer
112	13	30	13	85	2	//Spirit Sorcerer
112	13	30	19	85	2	//Spirit Sorcerer
112	13	30	13	93	2	//Spirit Sorcerer
112	13	30	13	88	2	//Spirit Sorcerer
112	13	30	13	85	2	//Spirit Sorcerer
112	13	30	19	85	2	//Spirit Sorcerer
112	13	30	13	93	2	//Spirit Sorcerer
112	13	30	14	80	2	//Spirit Sorcerer
112	13	30	18	81	2	//Spirit Sorcerer
end							
//Blood Castle 4 Mobs (114 to 118)							
//Ident	Map	Radius	X	Y	Strong	Name	
4							
113	14	30	14	34	3	//Elite Skeleton	
113	14	30	14	38	3	//Elite Skeleton	
113	14	30	13	35	3	//Elite Skeleton	
113	14	30	13	28	3	//Elite Skeleton	
113	14	30	15	35	3	//Elite Skeleton	
113	14	30	14	33	3	//Elite Skeleton	
113	14	30	15	41	3	//Elite Skeleton	
113	14	30	14	42	3	//Elite Skeleton	
113	14	30	15	25	3	//Elite Skeleton	
113	14	30	15	23	3	//Elite Skeleton	
113	14	30	13	26	3	//Elite Skeleton	
113	14	30	13	37	3	//Elite Skeleton	
113	14	30	15	25	3	//Elite Skeleton	
113	14	30	15	23	3	//Elite Skeleton	
113	14	30	13	26	3	//Elite Skeleton	
113	14	30	13	37	3	//Elite Skeleton	
113	14	30	14	40	3	//Elite Skeleton	
113	14	30	13	39	3	//Elite Skeleton	
113	14	30	14	27	3	//Elite Skeleton	
113	14	30	14	24	3	//Elite Skeleton	
113	14	30	14	32	3	//Elite Skeleton	
113	14	30	15	45	3	//Elite Skeleton	
113	14	30	15	31	3	//Elite Skeleton	
114	14	30	13	45	3	//Orc Archer
114	14	30	13	23	3	//Orc Archer
114	14	30	15	43	3	//Orc Archer
114	14	30	15	39	3	//Orc Archer
114	14	30	15	37	3	//Orc Archer
114	14	30	13	29	3	//Orc Archer
114	14	30	15	28	3	//Orc Archer
114	14	30	13	25	3	//Orc Archer
114	14	30	13	21	3	//Orc Archer
114	14	30	13	29	3	//Orc Archer
114	14	30	15	28	3	//Orc Archer
114	14	30	13	25	3	//Orc Archer
114	14	30	13	21	3	//Orc Archer
114	14	30	14	22	3	//Orc Archer
114	14	30	15	21	3	//Orc Archer
114	14	30	13	31	3	//Orc Archer
114	14	30	15	30	3	//Orc Archer
114	14	30	15	33	3	//Orc Archer
114	14	30	14	21	3	//Orc Archer
114	14	30	13	43	3	//Orc Archer
114	14	30	15	26	3	//Orc Archer
115	14	30	15	46	3	//Elite Orc
115	14	30	15	63	3	//Elite Orc
115	14	30	15	53	3	//Elite Orc
115	14	30	13	65	3	//Elite Orc
115	14	30	13	67	3	//Elite Orc
115	14	30	15	59	3	//Elite Orc
115	14	30	13	59	3	//Elite Orc
115	14	30	15	55	3	//Elite Orc
115	14	30	13	62	3	//Elite Orc
115	14	30	13	41	3	//Elite Orc
115	14	30	15	69	3	//Elite Orc
115	14	30	13	50	3	//Elite Orc
115	14	30	15	48	3	//Elite Orc
115	14	30	13	46	3	//Elite Orc
115	14	30	15	69	3	//Elite Orc
115	14	30	13	50	3	//Elite Orc
115	14	30	15	48	3	//Elite Orc
115	14	30	13	46	3	//Elite Orc
115	14	30	14	44	3	//Elite Orc
115	14	30	15	51	3	//Elite Orc
115	14	30	14	49	3	//Elite Orc
115	14	30	15	57	3	//Elite Orc
115	14	30	14	64	3	//Elite Orc
115	14	30	14	67	3	//Elite Orc
115	14	30	13	53	3	//Elite Orc
115	14	30	15	65	3	//Elite Orc
115	14	30	15	60	3	//Elite Orc
115	14	30	13	57	3	//Elite Orc
116	14	30	13	69	3	//Spirit Beast
116	14	30	14	61	3	//Spirit Beast
116	14	30	13	55	3	//Spirit Beast
116	14	30	14	58	3	//Spirit Beast
116	14	30	14	52	3	//Spirit Beast
116	14	30	15	50	3	//Spirit Beast
116	14	30	15	66	3	//Spirit Beast
116	14	30	14	58	3	//Spirit Beast
116	14	30	14	52	3	//Spirit Beast
116	14	30	15	50	3	//Spirit Beast
116	14	30	15	66	3	//Spirit Beast
116	14	30	14	56	3	//Spirit Beast
116	14	30	14	70	3	//Spirit Beast
116	14	30	13	48	3	//Spirit Beast
116	14	30	13	63	3	//Spirit Beast
117	14	30	13	78	3	//Spirit Knight
117	14	30	14	83	3	//Spirit Knight
117	14	30	14	78	3	//Spirit Knight
117	14	30	15	78	3	//Spirit Knight
117	14	30	16	80	3	//Spirit Knight
117	14	30	15	62	3	//Spirit Knight
117	14	30	17	83	3	//Spirit Knight
117	14	30	15	78	3	//Spirit Knight
117	14	30	16	80	3	//Spirit Knight
117	14	30	15	62	3	//Spirit Knight
117	14	30	17	83	3	//Spirit Knight
117	14	30	14	90	3	//Spirit Knight
117	14	30	11	83	3	//Spirit Knight
117	14	30	15	94	3	//Spirit Knight
117	14	30	20	82	3	//Spirit Knight
117	14	30	20	88	3	//Spirit Knight
117	14	30	14	54	3	//Spirit Knight
117	14	30	14	36	3	//Spirit Knight
117	14	30	15	68	3	//Spirit Knight
117	14	30	14	47	3	//Spirit Knight
118	14	30	16	87	3	//Spirit Sorcerer
118	14	30	12	81	3	//Spirit Sorcerer
118	14	30	13	88	3	//Spirit Sorcerer
118	14	30	13	85	3	//Spirit Sorcerer
118	14	30	19	85	3	//Spirit Sorcerer
118	14	30	13	93	3	//Spirit Sorcerer
118	14	30	13	88	3	//Spirit Sorcerer
118	14	30	13	85	3	//Spirit Sorcerer
118	14	30	19	85	3	//Spirit Sorcerer
118	14	30	13	93	3	//Spirit Sorcerer
118	14	30	14	80	3	//Spirit Sorcerer
118	14	30	18	81	3	//Spirit Sorcerer
end							
//Blood Castle 5 Mobs (119 to 124)							
//Ident	Map	Radius	X	Y	Strong	Name	
4							
119	15	30	14	34	4	//Elite Skeleton	
119	15	30	14	38	4	//Elite Skeleton	
119	15	30	13	35	4	//Elite Skeleton	
119	15	30	13	28	4	//Elite Skeleton	
119	15	30	15	35	4	//Elite Skeleton	
119	15	30	14	33	4	//Elite Skeleton	
119	15	30	15	41	4	//Elite Skeleton	
119	15	30	14	42	4	//Elite Skeleton	
119	15	30	15	25	4	//Elite Skeleton	
119	15	30	15	23	4	//Elite Skeleton	
119	15	30	15	41	4	//Elite Skeleton	
119	15	30	14	42	4	//Elite Skeleton	
119	15	30	15	25	4	//Elite Skeleton	
119	15	30	15	23	4	//Elite Skeleton	
119	15	30	13	26	4	//Elite Skeleton	
119	15	30	13	37	4	//Elite Skeleton	
119	15	30	14	40	4	//Elite Skeleton	
119	15	30	13	39	4	//Elite Skeleton	
119	15	30	14	27	4	//Elite Skeleton	
119	15	30	14	24	4	//Elite Skeleton	
119	15	30	14	32	4	//Elite Skeleton	
119	15	30	15	45	4	//Elite Skeleton	
119	15	30	15	31	4	//Elite Skeleton	
120	15	30	13	45	4	//Orc Archer
120	15	30	13	23	4	//Orc Archer
120	15	30	15	43	4	//Orc Archer
120	15	30	15	37	4	//Orc Archer
120	15	30	13	29	4	//Orc Archer
120	15	30	15	28	4	//Orc Archer
120	15	30	13	25	4	//Orc Archer
120	15	30	13	21	4	//Orc Archer
120	15	30	13	29	4	//Orc Archer
120	15	30	15	28	4	//Orc Archer
120	15	30	13	25	4	//Orc Archer
120	15	30	13	21	4	//Orc Archer
120	15	30	14	22	4	//Orc Archer
120	15	30	15	21	4	//Orc Archer
120	15	30	13	31	4	//Orc Archer
120	15	30	15	30	4	//Orc Archer
120	15	30	15	33	4	//Orc Archer
120	15	30	15	39	4	//Orc Archer
120	15	30	14	21	4	//Orc Archer
120	15	30	13	43	4	//Orc Archer
120	15	30	15	26	4	//Orc Archer
121	15	30	15	46	4	//Elite Orc
121	15	30	15	63	4	//Elite Orc
121	15	30	15	53	4	//Elite Orc
121	15	30	13	65	4	//Elite Orc
121	15	30	13	67	4	//Elite Orc
121	15	30	15	59	4	//Elite Orc
121	15	30	13	59	4	//Elite Orc
121	15	30	15	55	4	//Elite Orc
121	15	30	13	62	4	//Elite Orc
121	15	30	13	41	4	//Elite Orc
121	15	30	15	69	4	//Elite Orc
121	15	30	13	50	4	//Elite Orc
121	15	30	13	62	4	//Elite Orc
121	15	30	13	41	4	//Elite Orc
121	15	30	15	69	4	//Elite Orc
121	15	30	13	50	4	//Elite Orc
121	15	30	15	48	4	//Elite Orc
121	15	30	13	46	4	//Elite Orc
121	15	30	14	44	4	//Elite Orc
121	15	30	15	51	4	//Elite Orc
121	15	30	14	49	4	//Elite Orc
121	15	30	15	57	4	//Elite Orc
121	15	30	14	64	4	//Elite Orc
121	15	30	14	67	4	//Elite Orc
121	15	30	13	53	4	//Elite Orc
121	15	30	15	65	4	//Elite Orc
121	15	30	15	60	4	//Elite Orc
121	15	30	13	57	4	//Elite Orc
122	15	30	13	69	4	//Spirit Beast
122	15	30	14	61	4	//Spirit Beast
122	15	30	13	55	4	//Spirit Beast
122	15	30	14	58	4	//Spirit Beast
122	15	30	14	52	4	//Spirit Beast
122	15	30	15	50	4	//Spirit Beast
122	15	30	15	66	4	//Spirit Beast
122	15	30	14	56	4	//Spirit Beast
122	15	30	14	70	4	//Spirit Beast
122	15	30	13	48	4	//Spirit Beast
122	15	30	15	66	4	//Spirit Beast
122	15	30	14	56	4	//Spirit Beast
122	15	30	14	70	4	//Spirit Beast
122	15	30	13	48	4	//Spirit Beast
122	15	30	13	63	4	//Spirit Beast
123	15	30	13	78	4	//Spirit Knight
123	15	30	14	83	4	//Spirit Knight
123	15	30	14	78	4	//Spirit Knight
123	15	30	15	78	4	//Spirit Knight
123	15	30	16	80	4	//Spirit Knight
123	15	30	15	62	4	//Spirit Knight
123	15	30	17	83	4	//Spirit Knight
123	15	30	14	90	4	//Spirit Knight
123	15	30	11	83	4	//Spirit Knight
123	15	30	15	62	4	//Spirit Knight
123	15	30	17	83	4	//Spirit Knight
123	15	30	14	90	4	//Spirit Knight
123	15	30	11	83	4	//Spirit Knight
123	15	30	15	94	4	//Spirit Knight
123	15	30	20	82	4	//Spirit Knight
123	15	30	20	88	4	//Spirit Knight
123	15	30	14	54	4	//Spirit Knight
123	15	30	14	36	4	//Spirit Knight
123	15	30	15	68	4	//Spirit Knight
123	15	30	14	47	4	//Spirit Knight
124	15	30	16	87	4	//Spirit Sorcerer
124	15	30	12	81	4	//Spirit Sorcerer
124	15	30	13	88	4	//Spirit Sorcerer
124	15	30	13	85	4	//Spirit Sorcerer
124	15	30	19	85	4	//Spirit Sorcerer
124	15	30	12	81	4	//Spirit Sorcerer
124	15	30	13	88	4	//Spirit Sorcerer
124	15	30	13	85	4	//Spirit Sorcerer
124	15	30	19	85	4	//Spirit Sorcerer
124	15	30	13	93	4	//Spirit Sorcerer
124	15	30	14	80	4	//Spirit Sorcerer
124	15	30	18	81	4	//Spirit Sorcerer
end							
//Blood Castle 6 Mobs (125 to 130)							
//Ident	Map	Radius	X	Y	Strong	Name	
4							
125	16	30	14	34	5	//Elite Skeleton	
125	16	30	14	38	5	//Elite Skeleton	
125	16	30	13	35	5	//Elite Skeleton	
125	16	30	13	28	5	//Elite Skeleton	
125	16	30	15	35	5	//Elite Skeleton	
125	16	30	14	33	5	//Elite Skeleton	
125	16	30	15	41	5	//Elite Skeleton	
125	16	30	14	42	5	//Elite Skeleton	
125	16	30	15	25	5	//Elite Skeleton	
125	16	30	15	23	5	//Elite Skeleton	
125	16	30	13	26	5	//Elite Skeleton	
125	16	30	13	37	5	//Elite Skeleton	
125	16	30	15	25	5	//Elite Skeleton	
125	16	30	15	23	5	//Elite Skeleton	
125	16	30	13	26	5	//Elite Skeleton	
125	16	30	13	37	5	//Elite Skeleton	
125	16	30	14	40	5	//Elite Skeleton	
125	16	30	13	39	5	//Elite Skeleton	
125	16	30	14	27	5	//Elite Skeleton	
125	16	30	14	24	5	//Elite Skeleton	
125	16	30	14	32	5	//Elite Skeleton	
125	16	30	15	45	5	//Elite Skeleton	
125	16	30	15	31	5	//Elite Skeleton	
126	16	30	13	45	5	//Orc Archer
126	16	30	13	23	5	//Orc Archer
126	16	30	15	43	5	//Orc Archer
126	16	30	15	39	5	//Orc Archer
126	16	30	15	37	5	//Orc Archer
126	16	30	13	29	5	//Orc Archer
126	16	30	15	28	5	//Orc Archer
126	16	30	15	39	5	//Orc Archer
126	16	30	15	37	5	//Orc Archer
126	16	30	13	29	5	//Orc Archer
126	16	30	15	28	5	//Orc Archer
126	16	30	13	25	5	//Orc Archer
126	16	30	13	21	5	//Orc Archer
126	16	30	14	22	5	//Orc Archer
126	16	30	15	21	5	//Orc Archer
126	16	30	13	31	5	//Orc Archer
126	16	30	15	30	5	//Orc Archer
126	16	30	15	33	5	//Orc Archer
126	16	30	14	21	5	//Orc Archer
126	16	30	13	43	5	//Orc Archer
126	16	30	15	26	5	//Orc Archer
127	16	30	15	46	5	//Elite Orc
127	16	30	15	63	5	//Elite Orc
127	16	30	15	53	5	//Elite Orc
127	16	30	13	65	5	//Elite Orc
127	16	30	13	67	5	//Elite Orc
127	16	30	15	59	5	//Elite Orc
127	16	30	13	59	5	//Elite Orc
127	16	30	15	55	5	//Elite Orc
127	16	30	13	62	5	//Elite Orc
127	16	30	13	41	5	//Elite Orc
127	16	30	15	69	5	//Elite Orc
127	16	30	13	50	5	//Elite Orc
127	16	30	15	55	5	//Elite Orc
127	16	30	13	62	5	//Elite Orc
127	16	30	13	41	5	//Elite Orc
127	16	30	15	69	5	//Elite Orc
127	16	30	13	50	5	//Elite Orc
127	16	30	15	48	5	//Elite Orc
127	16	30	13	46	5	//Elite Orc
127	16	30	14	44	5	//Elite Orc
127	16	30	15	51	5	//Elite Orc
127	16	30	14	49	5	//Elite Orc
127	16	30	15	57	5	//Elite Orc
127	16	30	14	64	5	//Elite Orc
127	16	30	14	67	5	//Elite Orc
127	16	30	13	53	5	//Elite Orc
127	16	30	15	65	5	//Elite Orc
127	16	30	15	60	5	//Elite Orc
127	16	30	13	57	5	//Elite Orc
128	16	30	13	69	5	//Spirit Beast
128	16	30	14	61	5	//Spirit Beast
128	16	30	13	55	5	//Spirit Beast
128	16	30	14	58	5	//Spirit Beast
128	16	30	14	52	5	//Spirit Beast
128	16	30	15	50	5	//Spirit Beast
128	16	30	15	66	5	//Spirit Beast
128	16	30	13	55	5	//Spirit Beast
128	16	30	14	58	5	//Spirit Beast
128	16	30	14	52	5	//Spirit Beast
128	16	30	15	50	5	//Spirit Beast
128	16	30	15	66	5	//Spirit Beast
128	16	30	14	56	5	//Spirit Beast
128	16	30	14	70	5	//Spirit Beast
128	16	30	13	48	5	//Spirit Beast
128	16	30	13	63	5	//Spirit Beast
129	16	30	13	78	5	//Spirit Knight
129	16	30	14	83	5	//Spirit Knight
129	16	30	14	78	5	//Spirit Knight
129	16	30	15	78	5	//Spirit Knight
129	16	30	16	80	5	//Spirit Knight
129	16	30	15	62	5	//Spirit Knight
129	16	30	17	83	5	//Spirit Knight
129	16	30	14	90	5	//Spirit Knight
129	16	30	11	83	5	//Spirit Knight
129	16	30	15	94	5	//Spirit Knight
129	16	30	15	62	5	//Spirit Knight
129	16	30	17	83	5	//Spirit Knight
129	16	30	14	90	5	//Spirit Knight
129	16	30	11	83	5	//Spirit Knight
129	16	30	15	94	5	//Spirit Knight
129	16	30	20	82	5	//Spirit Knight
129	16	30	20	88	5	//Spirit Knight
129	16	30	14	54	5	//Spirit Knight
129	16	30	14	36	5	//Spirit Knight
129	16	30	15	68	5	//Spirit Knight
129	16	30	14	47	5	//Spirit Knight
130	16	30	16	87	5	//Spirit Sorcerer
130	16	30	12	81	5	//Spirit Sorcerer
130	16	30	13	88	5	//Spirit Sorcerer
130	16	30	13	85	5	//Spirit Sorcerer
130	16	30	19	85	5	//Spirit Sorcerer
130	16	30	13	93	5	//Spirit Sorcerer
130	16	30	14	80	5	//Spirit Sorcerer
130	16	30	13	88	5	//Spirit Sorcerer
130	16	30	13	85	5	//Spirit Sorcerer
130	16	30	19	85	5	//Spirit Sorcerer
130	16	30	13	93	5	//Spirit Sorcerer
130	16	30	14	80	5	//Spirit Sorcerer
130	16	30	18	81	5	//Spirit Sorcerer
end							
//Blood Castle 7 Mobs (138 to 143)							
//Ident	Map	Radius	X	Y	Strong	Name	
4							
138	17	30	14	34	6	//Elite Skeleton	
138	17	30	14	38	6	//Elite Skeleton	
138	17	30	13	35	6	//Elite Skeleton	
138	17	30	13	28	6	//Elite Skeleton	
138	17	30	15	35	6	//Elite Skeleton	
138	17	30	14	33	6	//Elite Skeleton	
138	17	30	15	41	6	//Elite Skeleton	
138	17	30	14	42	6	//Elite Skeleton	
138	17	30	15	25	6	//Elite Skeleton	
138	17	30	15	23	6	//Elite Skeleton	
138	17	30	13	26	6	//Elite Skeleton	
138	17	30	14	33	6	//Elite Skeleton	
138	17	30	15	41	6	//Elite Skeleton	
138	17	30	14	42	6	//Elite Skeleton	
138	17	30	15	25	6	//Elite Skeleton	
138	17	30	15	23	6	//Elite Skeleton	
138	17	30	13	26	6	//Elite Skeleton	
138	17	30	13	37	6	//Elite Skeleton	
138	17	30	14	40	6	//Elite Skeleton	
138	17	30	13	39	6	//Elite Skeleton	
138	17	30	14	27	6	//Elite Skeleton	
138	17	30	14	24	6	//Elite Skeleton	
138	17	30	14	32	6	//Elite Skeleton	
138	17	30	15	45	6	//Elite Skeleton	
138	17	30	15	31	6	//Elite Skeleton	
139	17	30	15	26	6	//Orc Archer
139	17	30	13	45	6	//Orc Archer
139	17	30	13	23	6	//Orc Archer
139	17	30	15	43	6	//Orc Archer
139	17	30	15	39	6	//Orc Archer
139	17	30	15	37	6	//Orc Archer
139	17	30	13	29	6	//Orc Archer
139	17	30	15	28	6	//Orc Archer
139	17	30	13	25	6	//Orc Archer
139	17	30	15	39	6	//Orc Archer
139	17	30	15	37	6	//Orc Archer
139	17	30	13	29	6	//Orc Archer
139	17	30	15	28	6	//Orc Archer
139	17	30	13	25	6	//Orc Archer
139	17	30	13	21	6	//Orc Archer
139	17	30	14	22	6	//Orc Archer
139	17	30	15	21	6	//Orc Archer
139	17	30	13	31	6	//Orc Archer
139	17	30	15	30	6	//Orc Archer
139	17	30	15	33	6	//Orc Archer
139	17	30	14	21	6	//Orc Archer
139	17	30	13	43	6	//Orc Archer
140	17	30	15	46	6	//Spirit Soldier
140	17	30	15	63	6	//Spirit Soldier
140	17	30	15	53	6	//Spirit Soldier
140	17	30	13	65	6	//Spirit Soldier
140	17	30	13	67	6	//Spirit Soldier
